2025-10-02 15:15:51,721 - WARNING - [ERR-0001] - [667655e0] Attempting to extract JSON from text (length: 20100 chars) | From: helpers.py:extract_json_from_text()
2025-10-02 15:15:51,727 - ERROR - [ERR-0001] - [d9de56a9] Failed to extract any valid JSON from text | From: helpers.py:extract_json_from_text()
2025-10-02 15:15:51,731 - ERROR - [ERR-0001] - [5d1fd535] Text preview: {
  "title": "Vix's VXX Faces Continued Decay Amidst Muted Volatility and Persistent Contango",
2025-10-02 15:26:40,501 - WARNING - [ERR-0001] - [df070dee] Attempting to extract JSON from text (length: 27254 chars) | From: helpers.py:extract_json_from_text()
2025-10-02 15:26:40,505 - WARNING - [ERR-0001] - [24fd9a38] Successfully extracted JSON using end object pattern | From: helpers.py:extract_json_from_text()
2025-10-02 15:26:40,509 - INFO - [INFO] - Successfully parsed AI response as JSON
2025-10-02 15:27:11,800 - INFO - [INFO] - Updated document_generated flag to True for tickers: ['PLTR']
2025-10-02 15:31:00,907 - WARNING - [ERR-0001] - [286fb67c] Attempting to extract JSON from text (length: 30548 chars) | From: helpers.py:extract_json_from_text()
2025-10-02 15:31:00,912 - WARNING - [ERR-0001] - [75c84919] Successfully extracted JSON using end object pattern | From: helpers.py:extract_json_from_text()
2025-10-02 15:31:00,913 - INFO - [INFO] - Successfully parsed AI response as JSON
2025-10-02 15:31:38,712 - INFO - [INFO] - Updated document_generated flag to True for tickers: ['NVDA']
2025-10-02 15:39:23,056 - WARNING - [ERR-0001] - [891e9288] Attempting to extract JSON from text (length: 108217 chars) | From: helpers.py:extract_json_from_text()
2025-10-02 15:39:23,165 - WARNING - [ERR-0001] - [860ffc7f] Successfully extracted JSON using fallback pattern | From: helpers.py:extract_json_from_text()
2025-10-02 15:39:23,167 - WARNING - [ERR-0001] - [9c49d271] Attempting to extract JSON from text (length: 372 chars) | From: helpers.py:extract_json_from_text()
2025-10-02 15:39:23,172 - WARNING - [ERR-0001] - [3bff91b7] Successfully extracted JSON using end object pattern | From: helpers.py:extract_json_from_text()
2025-10-02 15:39:23,172 - INFO - [INFO] - Successfully parsed AI response as JSON
2025-10-02 15:39:43,192 - WARNING - [ERR-0303] - [d43e3555] Missing required fields: ['title', 'market_outlook_narrative', 'rationale', 'analysis', 'recommendations', 'market_impact'] | From: helpers.py:validate_recommendations_schema()
2025-10-02 15:39:43,194 - ERROR - [ERR-0303] - [699fa2d7] Invalid recommendations schema, skipping save | From: helpers.py:save_to_db_robust()
2025-10-02 15:39:43,194 - WARNING - [ERR-0001] - [52b2381f] Database save failed, skipping flag update | From: helpers.py:save_to_db_with_fallback()
2025-10-02 15:39:43,195 - WARNING - [ERR-0003] - [aad3ed98] Failed to save recommendations to database | From: holistic.py:run_holistic_market_model()
2025-10-02 15:43:07,678 - WARNING - [ERR-0001] - [79dbf0b5] Attempting to extract JSON from text (length: 25914 chars) | From: helpers.py:extract_json_from_text()
2025-10-02 15:43:07,689 - ERROR - [ERR-0001] - [c1bf1bf9] Failed to extract any valid JSON from text | From: helpers.py:extract_json_from_text()
2025-10-02 15:43:07,694 - ERROR - [ERR-0001] - [b0eb9b26] Text preview: {
  "title": "Microsoft's AI and Cloud Dominance Propel Strong Earnings and Share Price Growth",
  "market_outlook_narrative": [
    "Microsoft Corporation continues to demonstrate robust financial health and strategic foresight, driven by its leadership in cloud computing and aggressive advancements in artificial intelligence. The company's fourth-quarter fiscal year 2025 results, reported in July, significantly surpassed market expectations, with revenue climbing 18% to $76.4 billion and dilut... | From: helpers.py:extract_json_from_text()
2025-10-02 15:43:07,694 - ERROR - [ERR-0001] - [7b3b1165] Failed to extract valid JSON from AI response | From: holistic.py:run_holistic_market_model()
2025-10-02 15:43:07,694 - WARNING - [WARN-0002] - [b8007a46] Raw response content: {
  "title": "Microsoft's AI and Cloud Dominance Propel Strong Earnings and Share Price Growth",
  "market_outlook_narrative": [
    "Microsoft Corporation continues to demonstrate robust financial health and strategic foresight, driven by its leadership in cloud computing and aggressive advancements in artificial intelligence. The company's fourth-quarter fiscal year 2025 results, reported in July, significantly surpassed market expectations, with revenue climbing 18% to $76.4 billion and dilut... | From: holistic.py:run_holistic_market_model()
2025-10-02 15:44:49,204 - WARNING - [ERR-0001] - [4c2f2e7c] Attempting to extract JSON from text (length: 25872 chars) | From: helpers.py:extract_json_from_text()
2025-10-02 15:44:49,209 - WARNING - [ERR-0001] - [0021abbd] Successfully extracted JSON using end object pattern | From: helpers.py:extract_json_from_text()
2025-10-02 15:44:49,210 - INFO - [INFO] - Successfully parsed AI response as JSON
2025-10-02 15:45:32,837 - INFO - [INFO] - Updated document_generated flag to True for tickers: ['MSFT']
2025-10-02 15:48:08,518 - WARNING - [ERR-0001] - [8c67e891] Attempting to extract JSON from text (length: 29076 chars) | From: helpers.py:extract_json_from_text()
2025-10-02 15:48:08,521 - WARNING - [ERR-0001] - [e9f49dd3] Successfully extracted JSON using end object pattern | From: helpers.py:extract_json_from_text()
2025-10-02 15:48:08,524 - INFO - [INFO] - Successfully parsed AI response as JSON
2025-10-02 15:48:49,021 - INFO - [INFO] - Updated document_generated flag to True for tickers: ['GLD']
2025-10-02 15:51:28,350 - WARNING - [ERR-0001] - [9fbdada8] Attempting to extract JSON from text (length: 32033 chars) | From: helpers.py:extract_json_from_text()
2025-10-02 15:51:28,352 - WARNING - [ERR-0001] - [1b89fe6a] Successfully extracted JSON using end object pattern | From: helpers.py:extract_json_from_text()
2025-10-02 15:51:28,355 - INFO - [INFO] - Successfully parsed AI response as JSON
2025-10-02 15:52:16,735 - INFO - [INFO] - Updated document_generated flag to True for tickers: ['GOOG']
2025-10-02 15:54:56,857 - WARNING - [ERR-0001] - [00fd2577] Attempting to extract JSON from text (length: 30093 chars) | From: helpers.py:extract_json_from_text()
2025-10-02 15:54:56,860 - WARNING - [ERR-0001] - [f69b8a19] Successfully extracted JSON using end object pattern | From: helpers.py:extract_json_from_text()
2025-10-02 15:54:56,860 - INFO - [INFO] - Successfully parsed AI response as JSON
2025-10-02 15:55:15,649 - INFO - [INFO] - Updated document_generated flag to True for tickers: ['AMZN']
2025-10-02 15:57:13,389 - WARNING - [ERR-0001] - [57ab05a8] Attempting to extract JSON from text (length: 168 chars) | From: helpers.py:extract_json_from_text()
2025-10-02 15:57:13,389 - WARNING - [ERR-0001] - [50c2375b] Attempting to extract JSON from text (length: 168 chars) | From: helpers.py:extract_json_from_text()
2025-10-02 15:57:13,389 - WARNING - [ERR-0001] - [caca8309] Attempting to extract JSON from text (length: 168 chars) | From: helpers.py:extract_json_from_text()
2025-10-02 15:57:13,389 - WARNING - [ERR-0001] - [35bdd94c] Attempting to extract JSON from text (length: 168 chars) | From: helpers.py:extract_json_from_text()
2025-10-02 15:57:13,389 - WARNING - [ERR-0001] - [e1eefe63] Attempting to extract JSON from text (length: 168 chars) | From: helpers.py:extract_json_from_text()
2025-10-02 15:57:13,389 - WARNING - [ERR-0001] - [1132457f] Attempting to extract JSON from text (length: 168 chars) | From: helpers.py:extract_json_from_text()
2025-10-02 15:57:13,390 - ERROR - [ERR-0001] - [5ffb45ed] Failed to extract any valid JSON from text | From: helpers.py:extract_json_from_text()
2025-10-02 15:57:13,390 - ERROR - [ERR-0001] - [d793ef3a] Failed to extract any valid JSON from text | From: helpers.py:extract_json_from_text()
2025-10-02 15:57:13,390 - ERROR - [ERR-0001] - [2e5646e6] Failed to extract any valid JSON from text | From: helpers.py:extract_json_from_text()
2025-10-02 15:57:13,391 - ERROR - [ERR-0001] - [ed424b09] Failed to extract any valid JSON from text | From: helpers.py:extract_json_from_text()
2025-10-02 15:57:13,391 - ERROR - [ERR-0001] - [13216a5a] Failed to extract any valid JSON from text | From: helpers.py:extract_json_from_text()
2025-10-02 15:57:13,391 - ERROR - [ERR-0001] - [dfe15731] Text preview: Error generating content: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource has been exhausted (e.g. check quota).', 'status': 'RESOURCE_EXHAUSTED'}}... | From: helpers.py:extract_json_from_text()
2025-10-02 15:57:13,391 - ERROR - [ERR-0001] - [d8437b2e] Text preview: Error generating content: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource has been exhausted (e.g. check quota).', 'status': 'RESOURCE_EXHAUSTED'}}... | From: helpers.py:extract_json_from_text()
2025-10-02 15:57:13,391 - ERROR - [ERR-0001] - [bb642430] Text preview: Error generating content: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource has been exhausted (e.g. check quota).', 'status': 'RESOURCE_EXHAUSTED'}}... | From: helpers.py:extract_json_from_text()
2025-10-02 15:57:13,391 - ERROR - [ERR-0001] - [90719e01] Failed to extract any valid JSON from text | From: helpers.py:extract_json_from_text()
2025-10-02 15:57:13,391 - ERROR - [ERR-0001] - [5de45d51] Text preview: Error generating content: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource has been exhausted (e.g. check quota).', 'status': 'RESOURCE_EXHAUSTED'}}... | From: helpers.py:extract_json_from_text()
2025-10-02 15:57:13,391 - ERROR - [ERR-0001] - [e155a301] Text preview: Error generating content: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource has been exhausted (e.g. check quota).', 'status': 'RESOURCE_EXHAUSTED'}}... | From: helpers.py:extract_json_from_text()
2025-10-02 15:57:13,392 - ERROR - [ERR-0103] - [cdcb57cc] Error parsing AI response as JSON | Exception: JSONDecodeError: Expecting value: line 1 column 1 (char 0) | From: fx_long_short.py:run_fx_model()
2025-10-02 15:57:13,392 - WARNING - [ERR-0001] - [21f80fe3] Attempting to extract JSON from text (length: 168 chars) | From: helpers.py:extract_json_from_text()
2025-10-02 15:57:13,392 - WARNING - [ERR-0001] - [e4f4e9d3] Attempting to extract JSON from text (length: 168 chars) | From: helpers.py:extract_json_from_text()
2025-10-02 15:57:13,392 - ERROR - [ERR-0001] - [4e535170] Text preview: Error generating content: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource has been exhausted (e.g. check quota).', 'status': 'RESOURCE_EXHAUSTED'}}... | From: helpers.py:extract_json_from_text()
2025-10-02 15:57:13,392 - WARNING - [ERR-0001] - [1c8f65d1] Attempting to extract JSON from text (length: 168 chars) | From: helpers.py:extract_json_from_text()
2025-10-02 15:57:13,392 - WARNING - [ERR-0001] - [0fd146d0] Attempting to extract JSON from text (length: 168 chars) | From: helpers.py:extract_json_from_text()
2025-10-02 15:57:13,392 - WARNING - [WARN-0002] - [3c481c04] Raw response content: Error generating content: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource has been exhausted (e.g. check quota).', 'status': 'RESOURCE_EXHAUSTED'}}... | From: fx_long_short.py:run_fx_model()
2025-10-02 15:57:13,392 - ERROR - [ERR-0001] - [14518faf] Failed to extract any valid JSON from text | From: helpers.py:extract_json_from_text()
2025-10-02 15:57:13,392 - ERROR - [ERR-0001] - [5cba24a7] Failed to extract any valid JSON from text | From: helpers.py:extract_json_from_text()
2025-10-02 15:57:13,393 - ERROR - [ERR-0001] - [900a076b] Failed to extract any valid JSON from text | From: helpers.py:extract_json_from_text()
2025-10-02 15:57:13,393 - WARNING - [ERR-0001] - [cee9ca55] Attempting to extract JSON from text (length: 168 chars) | From: helpers.py:extract_json_from_text()
2025-10-02 15:57:13,393 - ERROR - [ERR-0001] - [9d7778e3] Failed to extract any valid JSON from text | From: helpers.py:extract_json_from_text()
2025-10-02 15:57:13,393 - ERROR - [ERR-0001] - [daa79b48] Text preview: Error generating content: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource has been exhausted (e.g. check quota).', 'status': 'RESOURCE_EXHAUSTED'}}... | From: helpers.py:extract_json_from_text()
2025-10-02 15:57:13,393 - ERROR - [ERR-0001] - [0366b140] Text preview: Error generating content: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource has been exhausted (e.g. check quota).', 'status': 'RESOURCE_EXHAUSTED'}}... | From: helpers.py:extract_json_from_text()
2025-10-02 15:57:13,394 - ERROR - [ERR-0001] - [d0169d5c] Text preview: Error generating content: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource has been exhausted (e.g. check quota).', 'status': 'RESOURCE_EXHAUSTED'}}... | From: helpers.py:extract_json_from_text()
2025-10-02 15:57:13,394 - ERROR - [ERR-0001] - [5a1c59e3] Failed to extract any valid JSON from text | From: helpers.py:extract_json_from_text()
2025-10-02 15:57:13,394 - ERROR - [ERR-0001] - [64aef949] Text preview: Error generating content: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource has been exhausted (e.g. check quota).', 'status': 'RESOURCE_EXHAUSTED'}}... | From: helpers.py:extract_json_from_text()
2025-10-02 15:57:13,394 - ERROR - [ERR-0001] - [22c93e64] Failed to extract valid JSON from AI response | From: holistic.py:run_holistic_market_model()
2025-10-02 15:57:13,395 - ERROR - [ERR-0001] - [68a7957c] Failed to extract valid JSON from AI response | From: holistic.py:run_holistic_market_model()
2025-10-02 15:57:13,395 - ERROR - [ERR-0001] - [dd242775] Failed to extract valid JSON from AI response | From: holistic.py:run_holistic_market_model()
2025-10-02 15:57:13,395 - ERROR - [ERR-0001] - [49032289] Text preview: Error generating content: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource has been exhausted (e.g. check quota).', 'status': 'RESOURCE_EXHAUSTED'}}... | From: helpers.py:extract_json_from_text()
2025-10-02 15:57:13,395 - ERROR - [ERR-0001] - [2743f58e] Error processing ticker EURCNH=X | Exception: NotImplementedError: Collection objects do not implement truth value testing or bool(). Please compare with None instead: collection is not None | From: batch_run.py:process_ticker()
2025-10-02 15:57:13,395 - ERROR - [ERR-0001] - [609f8b2d] Failed to extract valid JSON from AI response | From: holistic.py:run_holistic_market_model()
2025-10-02 15:57:13,395 - WARNING - [WARN-0002] - [ece77b26] Raw response content: Error generating content: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource has been exhausted (e.g. check quota).', 'status': 'RESOURCE_EXHAUSTED'}}... | From: holistic.py:run_holistic_market_model()
2025-10-02 15:57:13,395 - WARNING - [WARN-0002] - [0e3d28cb] Raw response content: Error generating content: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource has been exhausted (e.g. check quota).', 'status': 'RESOURCE_EXHAUSTED'}}... | From: holistic.py:run_holistic_market_model()
2025-10-02 15:57:13,395 - WARNING - [WARN-0002] - [06a39f98] Raw response content: Error generating content: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource has been exhausted (e.g. check quota).', 'status': 'RESOURCE_EXHAUSTED'}}... | From: holistic.py:run_holistic_market_model()
2025-10-02 15:57:13,396 - ERROR - [ERR-0001] - [09aaef57] Failed to extract valid JSON from AI response | From: holistic.py:run_holistic_market_model()
2025-10-02 15:57:13,396 - WARNING - [WARN-0002] - [9796e686] Raw response content: Error generating content: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource has been exhausted (e.g. check quota).', 'status': 'RESOURCE_EXHAUSTED'}}... | From: holistic.py:run_holistic_market_model()
2025-10-02 15:57:13,439 - WARNING - [WARN-0002] - [0bfa7e59] Raw response content: Error generating content: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource has been exhausted (e.g. check quota).', 'status': 'RESOURCE_EXHAUSTED'}}... | From: holistic.py:run_holistic_market_model()
2025-10-02 15:57:13,439 - ERROR - [ERR-0001] - [fd9e08cf] Error processing ticker AUSELEC=F | Exception: NotImplementedError: Collection objects do not implement truth value testing or bool(). Please compare with None instead: collection is not None | From: batch_run.py:process_ticker()
2025-10-02 15:57:13,439 - ERROR - [ERR-0001] - [140b53f3] Error processing ticker SC=F | Exception: NotImplementedError: Collection objects do not implement truth value testing or bool(). Please compare with None instead: collection is not None | From: batch_run.py:process_ticker()
2025-10-02 15:57:13,439 - WARNING - [ERR-0001] - [d5734cc8] Attempting to extract JSON from text (length: 168 chars) | From: helpers.py:extract_json_from_text()
2025-10-02 15:57:13,439 - ERROR - [ERR-0001] - [e6e0659c] Error processing ticker ^SSEC | Exception: NotImplementedError: Collection objects do not implement truth value testing or bool(). Please compare with None instead: collection is not None | From: batch_run.py:process_ticker()
2025-10-02 15:57:13,441 - ERROR - [ERR-0001] - [fefb0b10] Error processing ticker API4=F | Exception: NotImplementedError: Collection objects do not implement truth value testing or bool(). Please compare with None instead: collection is not None | From: batch_run.py:process_ticker()
2025-10-02 15:57:13,442 - ERROR - [ERR-0001] - [863d7afc] Error processing ticker NI=F | Exception: NotImplementedError: Collection objects do not implement truth value testing or bool(). Please compare with None instead: collection is not None | From: batch_run.py:process_ticker()
2025-10-02 15:57:13,473 - ERROR - [ERR-0001] - [e972e80d] Failed to extract any valid JSON from text | From: helpers.py:extract_json_from_text()
2025-10-02 15:57:13,503 - ERROR - [ERR-0001] - [12ae66e5] Text preview: Error generating content: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource has been exhausted (e.g. check quota).', 'status': 'RESOURCE_EXHAUSTED'}}... | From: helpers.py:extract_json_from_text()
2025-10-02 15:57:13,594 - WARNING - [ERR-0001] - [5171a90c] Attempting to extract JSON from text (length: 168 chars) | From: helpers.py:extract_json_from_text()
2025-10-02 15:57:13,595 - ERROR - [ERR-0001] - [3af10d85] Failed to extract any valid JSON from text | From: helpers.py:extract_json_from_text()
2025-10-02 15:57:13,596 - ERROR - [ERR-0001] - [2502dca5] Text preview: Error generating content: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource has been exhausted (e.g. check quota).', 'status': 'RESOURCE_EXHAUSTED'}}... | From: helpers.py:extract_json_from_text()
2025-10-02 15:57:13,596 - ERROR - [ERR-0001] - [c8c346c6] Failed to extract valid JSON from AI response | From: holistic.py:run_holistic_market_model()
2025-10-02 15:57:13,596 - WARNING - [WARN-0002] - [ca2e8ccd] Raw response content: Error generating content: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource has been exhausted (e.g. check quota).', 'status': 'RESOURCE_EXHAUSTED'}}... | From: holistic.py:run_holistic_market_model()
2025-10-02 15:57:13,597 - ERROR - [ERR-0001] - [4f346154] Error processing ticker ^GSPTSE | Exception: NotImplementedError: Collection objects do not implement truth value testing or bool(). Please compare with None instead: collection is not None | From: batch_run.py:process_ticker()
2025-10-02 15:57:13,699 - WARNING - [ERR-0001] - [6b7ab9fa] Attempting to extract JSON from text (length: 168 chars) | From: helpers.py:extract_json_from_text()
2025-10-02 15:57:13,699 - ERROR - [ERR-0001] - [58f8d094] Failed to extract any valid JSON from text | From: helpers.py:extract_json_from_text()
2025-10-02 15:57:13,699 - ERROR - [ERR-0001] - [54285b13] Text preview: Error generating content: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource has been exhausted (e.g. check quota).', 'status': 'RESOURCE_EXHAUSTED'}}... | From: helpers.py:extract_json_from_text()
2025-10-02 15:57:13,700 - ERROR - [ERR-0103] - [b8d9f78d] Error parsing AI response as JSON | Exception: JSONDecodeError: Expecting value: line 1 column 1 (char 0) | From: fx_long_short.py:run_fx_model()
2025-10-02 15:57:13,700 - WARNING - [WARN-0002] - [d4859799] Raw response content: Error generating content: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource has been exhausted (e.g. check quota).', 'status': 'RESOURCE_EXHAUSTED'}}... | From: fx_long_short.py:run_fx_model()
2025-10-02 15:57:13,701 - ERROR - [ERR-0001] - [bc420077] Error processing ticker CNH=X | Exception: NotImplementedError: Collection objects do not implement truth value testing or bool(). Please compare with None instead: collection is not None | From: batch_run.py:process_ticker()
2025-10-02 15:57:13,804 - WARNING - [ERR-0001] - [a25329aa] Attempting to extract JSON from text (length: 168 chars) | From: helpers.py:extract_json_from_text()
2025-10-02 15:57:13,807 - ERROR - [ERR-0001] - [d0eb6797] Failed to extract any valid JSON from text | From: helpers.py:extract_json_from_text()
2025-10-02 15:57:13,808 - ERROR - [ERR-0001] - [811030c3] Text preview: Error generating content: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource has been exhausted (e.g. check quota).', 'status': 'RESOURCE_EXHAUSTED'}}... | From: helpers.py:extract_json_from_text()
2025-10-02 15:57:13,811 - WARNING - [ERR-0001] - [71528e18] Attempting to extract JSON from text (length: 168 chars) | From: helpers.py:extract_json_from_text()
2025-10-02 15:57:13,811 - ERROR - [ERR-0001] - [a327dba9] Failed to extract any valid JSON from text | From: helpers.py:extract_json_from_text()
2025-10-02 15:57:13,811 - ERROR - [ERR-0001] - [435113b6] Text preview: Error generating content: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource has been exhausted (e.g. check quota).', 'status': 'RESOURCE_EXHAUSTED'}}... | From: helpers.py:extract_json_from_text()
2025-10-02 15:57:13,815 - ERROR - [ERR-0001] - [ff0545a3] Failed to extract valid JSON from AI response | From: holistic.py:run_holistic_market_model()
2025-10-02 15:57:13,815 - WARNING - [WARN-0002] - [e20e8275] Raw response content: Error generating content: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource has been exhausted (e.g. check quota).', 'status': 'RESOURCE_EXHAUSTED'}}... | From: holistic.py:run_holistic_market_model()
2025-10-02 15:57:13,816 - ERROR - [ERR-0001] - [c0d33a52] Error processing ticker AUSLNG=F | Exception: NotImplementedError: Collection objects do not implement truth value testing or bool(). Please compare with None instead: collection is not None | From: batch_run.py:process_ticker()
2025-10-02 15:57:14,036 - WARNING - [ERR-0001] - [ac6a966a] Attempting to extract JSON from text (length: 168 chars) | From: helpers.py:extract_json_from_text()
2025-10-02 15:57:14,036 - ERROR - [ERR-0001] - [89a21dfa] Failed to extract any valid JSON from text | From: helpers.py:extract_json_from_text()
2025-10-02 15:57:14,036 - ERROR - [ERR-0001] - [e148d0b1] Text preview: Error generating content: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource has been exhausted (e.g. check quota).', 'status': 'RESOURCE_EXHAUSTED'}}... | From: helpers.py:extract_json_from_text()
2025-10-02 15:57:14,036 - WARNING - [ERR-0001] - [955b9ff7] Attempting to extract JSON from text (length: 168 chars) | From: helpers.py:extract_json_from_text()
2025-10-02 15:57:14,037 - ERROR - [ERR-0001] - [8f6f5e35] Failed to extract any valid JSON from text | From: helpers.py:extract_json_from_text()
2025-10-02 15:57:14,037 - ERROR - [ERR-0001] - [3d72ccff] Text preview: Error generating content: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource has been exhausted (e.g. check quota).', 'status': 'RESOURCE_EXHAUSTED'}}... | From: helpers.py:extract_json_from_text()
2025-10-02 15:57:14,037 - ERROR - [ERR-0001] - [9853b57c] Failed to extract valid JSON from AI response | From: holistic.py:run_holistic_market_model()
2025-10-02 15:57:14,038 - WARNING - [WARN-0002] - [e4ae496c] Raw response content: Error generating content: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource has been exhausted (e.g. check quota).', 'status': 'RESOURCE_EXHAUSTED'}}... | From: holistic.py:run_holistic_market_model()
2025-10-02 15:57:14,039 - ERROR - [ERR-0001] - [5af7ffd9] Error processing ticker CO=F | Exception: NotImplementedError: Collection objects do not implement truth value testing or bool(). Please compare with None instead: collection is not None | From: batch_run.py:process_ticker()
2025-10-02 15:57:14,243 - WARNING - [ERR-0001] - [0a399e36] Attempting to extract JSON from text (length: 168 chars) | From: helpers.py:extract_json_from_text()
2025-10-02 15:57:14,243 - ERROR - [ERR-0001] - [14450c91] Failed to extract any valid JSON from text | From: helpers.py:extract_json_from_text()
2025-10-02 15:57:14,243 - ERROR - [ERR-0001] - [8dac138d] Text preview: Error generating content: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource has been exhausted (e.g. check quota).', 'status': 'RESOURCE_EXHAUSTED'}}... | From: helpers.py:extract_json_from_text()
2025-10-02 15:57:14,243 - WARNING - [ERR-0001] - [210ccde3] Attempting to extract JSON from text (length: 168 chars) | From: helpers.py:extract_json_from_text()
2025-10-02 15:57:14,243 - ERROR - [ERR-0001] - [007c4951] Failed to extract any valid JSON from text | From: helpers.py:extract_json_from_text()
2025-10-02 15:57:14,244 - ERROR - [ERR-0001] - [3ab33de9] Text preview: Error generating content: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource has been exhausted (e.g. check quota).', 'status': 'RESOURCE_EXHAUSTED'}}... | From: helpers.py:extract_json_from_text()
2025-10-02 15:57:14,244 - ERROR - [ERR-0001] - [3c21414c] Failed to extract valid JSON from AI response | From: holistic.py:run_holistic_market_model()
